,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,hour_of_day,day_of_week,day_of_month,month,7DayAvg,7DayAvg_new
1939,2011-05-07 17:00:00,Summer,0,0,Clear Skies,23.78,27.275,40,15.0013,1940,17,5,7,5,3821.0,3749.8571428571427
1940,2011-05-07 18:00:00,Summer,0,0,Clear Skies,23.78,27.275,37,11.0014,1941,18,5,7,5,3845.0,3773.5714285714284
1941,2011-05-07 19:00:00,Summer,0,0,Clear Skies,22.96,26.515,43,12.998,1942,19,5,7,5,3868.0,3797.1428571428573
1942,2011-05-07 20:00:00,Summer,0,0,Clear Skies,22.96,26.515,43,8.9981,1943,20,5,7,5,3892.0,3820.8571428571427
1943,2011-05-07 21:00:00,Summer,0,0,Clear Skies,22.14,25.76,49,15.0013,1944,21,5,7,5,3916.0,3844.5714285714284
1944,2011-05-07 22:00:00,Summer,0,0,Clear Skies,22.14,25.76,49,12.998,1945,22,5,7,5,3940.0,3868.4285714285716
1945,2011-05-07 23:00:00,Summer,0,0,Clear Skies,20.5,24.24,59,7.0015,1946,23,5,7,5,3964.0,3892.285714285714
1946,2011-05-08 00:00:00,Summer,0,0,Partly Cloudy,20.5,24.24,59,7.0015,1947,0,6,8,5,3988.0,3916.1428571428573
1947,2011-05-08 01:00:00,Summer,0,0,Partly Cloudy,21.32,25.0,55,0.0,1948,1,6,8,5,4012.0,3940.0
1948,2011-05-08 02:00:00,Summer,0,0,Clear Skies,19.68,23.485,63,0.0,1949,2,6,8,5,4036.0,3964.0
1949,2011-05-08 03:00:00,Summer,0,0,Clear Skies,18.86,22.725,72,6.0032,1950,3,6,8,5,4060.0,3988.0
1950,2011-05-08 04:00:00,Summer,0,0,Clear Skies,17.22,21.21,82,0.0,1951,4,6,8,5,4084.0,4012.0
1951,2011-05-08 05:00:00,Summer,0,0,Partly Cloudy,18.04,21.97,77,0.0,1952,5,6,8,5,4108.0,4036.0
1952,2011-05-08 06:00:00,Summer,0,0,Partly Cloudy,18.04,21.97,82,0.0,1953,6,6,8,5,4132.0,4060.0
1953,2011-05-08 07:00:00,Summer,0,0,Partly Cloudy,18.86,22.725,82,0.0,1954,7,6,8,5,4156.0,4084.0
1954,2011-05-08 08:00:00,Summer,0,0,Clear Skies,21.32,25.0,63,8.9981,1955,8,6,8,5,4180.0,4108.0
1955,2011-05-08 09:00:00,Summer,0,0,Clear Skies,22.96,26.515,52,15.0013,1956,9,6,8,5,4204.0,4132.0
1956,2011-05-08 10:00:00,Summer,0,0,Clear Skies,23.78,27.275,49,8.9981,1957,10,6,8,5,4228.0,4156.0
1957,2011-05-08 11:00:00,Summer,0,0,Clear Skies,23.78,27.275,49,6.0032,1958,11,6,8,5,4252.0,4180.0
1958,2011-05-08 12:00:00,Summer,0,0,Clear Skies,24.6,31.06,46,6.0032,1959,12,6,8,5,4276.0,4204.0
1959,2011-05-08 13:00:00,Summer,0,0,Clear Skies,24.6,31.06,49,8.9981,1960,13,6,8,5,4300.0,4228.0
1960,2011-05-08 14:00:00,Summer,0,0,Clear Skies,24.6,31.06,49,0.0,1961,14,6,8,5,4324.0,4252.0
1961,2011-05-08 15:00:00,Summer,0,0,Clear Skies,24.6,31.06,49,0.0,1962,15,6,8,5,4348.0,4276.0
1962,2011-05-08 16:00:00,Summer,0,0,Clear Skies,24.6,31.06,46,7.0015,1963,16,6,8,5,4372.0,4300.0
1963,2011-05-08 17:00:00,Summer,0,0,Light Storms/Rain,23.78,27.275,49,19.0012,1964,17,6,8,5,4396.0,4324.0
1964,2011-05-08 18:00:00,Summer,0,0,Clear Skies,23.78,27.275,49,0.0,1965,18,6,8,5,4420.0,4348.0
1965,2011-05-08 19:00:00,Summer,0,0,Clear Skies,22.96,26.515,64,0.0,1966,19,6,8,5,4444.0,4372.0
1966,2011-05-08 20:00:00,Summer,0,0,Clear Skies,21.32,25.0,77,8.9981,1967,20,6,8,5,4468.0,4396.0
1967,2011-05-08 21:00:00,Summer,0,0,Clear Skies,21.32,25.0,77,6.0032,1968,21,6,8,5,4491.0,4419.857142857143
1968,2011-05-08 22:00:00,Summer,0,0,Clear Skies,20.5,24.24,88,6.0032,1969,22,6,8,5,4515.0,4443.714285714285
1969,2011-05-08 23:00:00,Summer,0,0,Clear Skies,18.86,22.725,88,6.0032,1970,23,6,8,5,4539.0,4467.571428571428
1970,2011-05-09 00:00:00,Summer,0,1,Clear Skies,18.86,22.725,82,6.0032,1971,0,0,9,5,4563.0,4491.428571428572
1971,2011-05-09 01:00:00,Summer,0,1,Clear Skies,18.04,21.97,88,0.0,1972,1,0,9,5,4587.0,4515.285714285715
1972,2011-05-09 02:00:00,Summer,0,1,Clear Skies,18.04,21.97,94,0.0,1973,2,0,9,5,4611.0,4539.142857142857
1973,2011-05-09 03:00:00,Summer,0,1,Clear Skies,18.86,22.725,82,6.0032,1974,3,0,9,5,4635.0,4563.0
1974,2011-05-09 04:00:00,Summer,0,1,Clear Skies,17.22,21.21,82,11.0014,1975,4,0,9,5,4659.0,4587.0
1975,2011-05-09 05:00:00,Summer,0,1,Clear Skies,17.22,21.21,77,11.0014,1976,5,0,9,5,4683.0,4611.0
1976,2011-05-09 06:00:00,Summer,0,1,Clear Skies,18.04,21.97,72,16.9979,1977,6,0,9,5,4707.0,4635.0
1977,2011-05-09 07:00:00,Summer,0,1,Clear Skies,19.68,23.485,63,16.9979,1978,7,0,9,5,4731.0,4659.0
1978,2011-05-09 08:00:00,Summer,0,1,Clear Skies,21.32,25.0,55,15.0013,1979,8,0,9,5,4755.0,4683.0
1979,2011-05-09 09:00:00,Summer,0,1,Clear Skies,22.14,25.76,56,11.0014,1980,9,0,9,5,4779.0,4707.0
1980,2011-05-09 10:00:00,Summer,0,1,Clear Skies,22.96,26.515,52,12.998,1981,10,0,9,5,4803.0,4731.0
1981,2011-05-09 11:00:00,Summer,0,1,Clear Skies,24.6,31.06,46,15.0013,1982,11,0,9,5,4827.0,4755.0
1982,2011-05-09 12:00:00,Summer,0,1,Clear Skies,24.6,31.06,43,12.998,1983,12,0,9,5,4851.0,4779.0
1983,2011-05-09 13:00:00,Summer,0,1,Clear Skies,25.42,31.06,38,19.0012,1984,13,0,9,5,4875.0,4803.0
1984,2011-05-09 14:00:00,Summer,0,1,Clear Skies,25.42,31.06,41,15.0013,1985,14,0,9,5,4899.0,4827.0
1985,2011-05-09 15:00:00,Summer,0,1,Clear Skies,25.42,31.06,41,15.0013,1986,15,0,9,5,4923.0,4851.0
1986,2011-05-09 16:00:00,Summer,0,1,Clear Skies,26.24,31.06,38,15.0013,1987,16,0,9,5,4947.0,4875.0
1987,2011-05-09 17:00:00,Summer,0,1,Clear Skies,25.42,31.06,38,16.9979,1988,17,0,9,5,4971.0,4899.0
1988,2011-05-09 18:00:00,Summer,0,1,Clear Skies,25.42,31.06,38,19.9995,1989,18,0,9,5,4995.0,4923.0
1989,2011-05-09 19:00:00,Summer,0,1,Clear Skies,23.78,27.275,43,12.998,1990,19,0,9,5,5019.0,4947.0
1990,2011-05-09 20:00:00,Summer,0,1,Clear Skies,22.14,25.76,49,12.998,1991,20,0,9,5,5043.0,4971.0
1991,2011-05-09 21:00:00,Summer,0,1,Clear Skies,21.32,25.0,59,8.9981,1992,21,0,9,5,5067.0,4995.0
1992,2011-05-09 22:00:00,Summer,0,1,Clear Skies,21.32,25.0,68,6.0032,1993,22,0,9,5,5091.0,5019.0
1993,2011-05-09 23:00:00,Summer,0,1,Clear Skies,20.5,24.24,68,6.0032,1994,23,0,9,5,5115.0,5043.0
1994,2011-05-10 00:00:00,Summer,0,1,Clear Skies,19.68,23.485,63,0.0,1995,0,1,10,5,5139.0,5067.0
1995,2011-05-10 01:00:00,Summer,0,1,Clear Skies,18.86,22.725,59,6.0032,1996,1,1,10,5,5163.0,5091.0
1996,2011-05-10 02:00:00,Summer,0,1,Clear Skies,18.04,21.97,58,8.9981,1997,2,1,10,5,5187.0,5115.0
1997,2011-05-10 03:00:00,Summer,0,1,Clear Skies,18.04,21.97,54,12.998,1998,3,1,10,5,5211.0,5139.0
1998,2011-05-10 04:00:00,Summer,0,1,Clear Skies,17.22,21.21,62,16.9979,1999,4,1,10,5,5235.0,5163.0
1999,2011-05-10 05:00:00,Summer,0,1,Clear Skies,16.4,20.455,66,15.0013,2000,5,1,10,5,5259.0,5187.0
2000,2011-05-10 06:00:00,Summer,0,1,Clear Skies,17.22,21.21,67,8.9981,2001,6,1,10,5,5283.0,5211.0
2001,2011-05-10 07:00:00,Summer,0,1,Partly Cloudy,18.04,21.97,62,8.9981,2002,7,1,10,5,5307.0,5235.0
2002,2011-05-10 08:00:00,Summer,0,1,Partly Cloudy,20.5,24.24,51,7.0015,2003,8,1,10,5,5331.0,5259.0
2003,2011-05-10 09:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,48,7.0015,2004,9,1,10,5,5355.0,5283.0
2004,2011-05-10 10:00:00,Summer,0,1,Partly Cloudy,22.96,26.515,37,6.0032,2005,10,1,10,5,5379.0,5307.0
2005,2011-05-10 11:00:00,Summer,0,1,Partly Cloudy,22.96,26.515,43,8.9981,2006,11,1,10,5,5403.0,5331.0
2006,2011-05-10 12:00:00,Summer,0,1,Partly Cloudy,24.6,31.06,38,0.0,2007,12,1,10,5,5427.0,5355.0
2007,2011-05-10 13:00:00,Summer,0,1,Partly Cloudy,25.42,31.06,38,16.9979,2008,13,1,10,5,5450.0,5378.857142857143
2008,2011-05-10 14:00:00,Summer,0,1,Partly Cloudy,25.42,31.06,33,0.0,2009,14,1,10,5,5474.0,5402.714285714285
2009,2011-05-10 15:00:00,Summer,0,1,Partly Cloudy,26.24,31.06,33,6.0032,2010,15,1,10,5,5498.0,5426.571428571428
2010,2011-05-10 16:00:00,Summer,0,1,Clear Skies,27.06,31.06,31,7.0015,2011,16,1,10,5,5522.0,5450.428571428572
2011,2011-05-10 17:00:00,Summer,0,1,Clear Skies,26.24,31.06,33,0.0,2012,17,1,10,5,5546.0,5474.285714285715
2012,2011-05-10 18:00:00,Summer,0,1,Clear Skies,26.24,31.06,29,8.9981,2013,18,1,10,5,5570.0,5498.142857142857
2013,2011-05-10 19:00:00,Summer,0,1,Clear Skies,24.6,31.06,43,15.0013,2014,19,1,10,5,5594.0,5522.0
2014,2011-05-10 20:00:00,Summer,0,1,Clear Skies,22.14,25.76,60,8.9981,2015,20,1,10,5,5618.0,5546.0
2015,2011-05-10 21:00:00,Summer,0,1,Clear Skies,22.14,25.76,52,0.0,2016,21,1,10,5,5641.0,5569.857142857143
2016,2011-05-10 22:00:00,Summer,0,1,Clear Skies,21.32,25.0,55,7.0015,2017,22,1,10,5,5665.0,5593.714285714285
2017,2011-05-10 23:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,59,8.9981,2018,23,1,10,5,5689.0,5617.571428571428
2018,2011-05-11 00:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,55,8.9981,2019,0,2,11,5,5713.0,5641.428571428572
2019,2011-05-11 01:00:00,Summer,0,1,Partly Cloudy,20.5,24.24,59,7.0015,2020,1,2,11,5,5737.0,5665.285714285715
2020,2011-05-11 02:00:00,Summer,0,1,Clear Skies,21.32,25.0,59,0.0,2021,2,2,11,5,5761.0,5689.142857142857
2021,2011-05-11 03:00:00,Summer,0,1,Clear Skies,20.5,24.24,63,15.0013,2022,3,2,11,5,5785.0,5713.0
2022,2011-05-11 04:00:00,Summer,0,1,Partly Cloudy,19.68,23.485,88,8.9981,2023,4,2,11,5,5808.0,5736.857142857143
2023,2011-05-11 05:00:00,Summer,0,1,Clear Skies,18.86,22.725,88,8.9981,2024,5,2,11,5,5832.0,5760.714285714285
2024,2011-05-11 06:00:00,Summer,0,1,Clear Skies,18.86,22.725,82,8.9981,2025,6,2,11,5,5856.0,5784.571428571428
2025,2011-05-11 07:00:00,Summer,0,1,Clear Skies,19.68,23.485,72,12.998,2026,7,2,11,5,5880.0,5808.428571428572
2026,2011-05-11 08:00:00,Summer,0,1,Clear Skies,19.68,23.485,77,16.9979,2027,8,2,11,5,5904.0,5832.285714285715
2027,2011-05-11 09:00:00,Summer,0,1,Clear Skies,21.32,25.0,72,8.9981,2028,9,2,11,5,5928.0,5856.142857142857
2028,2011-05-11 10:00:00,Summer,0,1,Clear Skies,22.14,25.76,68,6.0032,2029,10,2,11,5,5952.0,5880.0
2029,2011-05-11 11:00:00,Summer,0,1,Clear Skies,22.96,26.515,64,6.0032,2030,11,2,11,5,5976.0,5904.0
2030,2011-05-11 12:00:00,Summer,0,1,Clear Skies,24.6,31.06,56,0.0,2031,12,2,11,5,5999.0,5927.857142857143
2031,2011-05-11 13:00:00,Summer,0,1,Clear Skies,25.42,31.06,50,0.0,2032,13,2,11,5,6023.0,5951.714285714285
2032,2011-05-11 14:00:00,Summer,0,1,Clear Skies,25.42,31.06,53,6.0032,2033,14,2,11,5,6047.0,5975.571428571428
2033,2011-05-11 15:00:00,Summer,0,1,Clear Skies,26.24,31.06,41,0.0,2034,15,2,11,5,6071.0,5999.428571428572
2034,2011-05-11 16:00:00,Summer,0,1,Clear Skies,27.06,31.06,39,0.0,2035,16,2,11,5,6095.0,6023.285714285715
2035,2011-05-11 17:00:00,Summer,0,1,Clear Skies,26.24,31.06,47,7.0015,2036,17,2,11,5,6119.0,6047.142857142857
2036,2011-05-11 18:00:00,Summer,0,1,Clear Skies,25.42,31.06,50,19.9995,2037,18,2,11,5,6143.0,6071.0
2037,2011-05-11 19:00:00,Summer,0,1,Clear Skies,22.96,26.515,52,8.9981,2038,19,2,11,5,6167.0,6095.0
2038,2011-05-11 20:00:00,Summer,0,1,Clear Skies,22.14,25.76,64,8.9981,2039,20,2,11,5,6191.0,6119.0
2039,2011-05-11 21:00:00,Summer,0,1,Clear Skies,22.14,25.76,60,0.0,2040,21,2,11,5,6215.0,6143.0
2040,2011-05-11 22:00:00,Summer,0,1,Clear Skies,20.5,24.24,72,16.9979,2041,22,2,11,5,6239.0,6167.0
2041,2011-05-11 23:00:00,Summer,0,1,Clear Skies,18.86,22.725,88,16.9979,2042,23,2,11,5,6263.0,6191.0
2042,2011-05-12 00:00:00,Summer,0,1,Partly Cloudy,18.86,22.725,88,15.0013,2043,0,3,12,5,6287.0,6215.0
2043,2011-05-12 01:00:00,Summer,0,1,Clear Skies,18.86,22.725,88,15.0013,2044,1,3,12,5,6311.0,6239.0
2044,2011-05-12 02:00:00,Summer,0,1,Clear Skies,18.04,21.97,94,12.998,2045,2,3,12,5,6335.0,6263.0
2045,2011-05-12 03:00:00,Summer,0,1,Clear Skies,18.04,21.97,88,8.9981,2046,3,3,12,5,6359.0,6287.0
2046,2011-05-12 04:00:00,Summer,0,1,Clear Skies,17.22,21.21,94,0.0,2047,4,3,12,5,6383.0,6311.0
2047,2011-05-12 05:00:00,Summer,0,1,Clear Skies,17.22,21.21,94,8.9981,2048,5,3,12,5,6407.0,6335.0
2048,2011-05-12 06:00:00,Summer,0,1,Clear Skies,18.04,21.97,88,0.0,2049,6,3,12,5,6431.0,6359.0
2049,2011-05-12 07:00:00,Summer,0,1,Clear Skies,18.86,22.725,88,8.9981,2050,7,3,12,5,6455.0,6383.0
2050,2011-05-12 08:00:00,Summer,0,1,Clear Skies,19.68,23.485,82,12.998,2051,8,3,12,5,6479.0,6407.0
2051,2011-05-12 09:00:00,Summer,0,1,Partly Cloudy,20.5,24.24,77,19.0012,2052,9,3,12,5,6503.0,6431.0
2052,2011-05-12 10:00:00,Summer,0,1,Partly Cloudy,22.14,25.76,68,15.0013,2053,10,3,12,5,6527.0,6455.0
2053,2011-05-12 11:00:00,Summer,0,1,Clear Skies,23.78,27.275,60,15.0013,2054,11,3,12,5,6551.0,6479.0
2054,2011-05-12 12:00:00,Summer,0,1,Clear Skies,23.78,27.275,60,15.0013,2055,12,3,12,5,6574.0,6502.857142857143
2055,2011-05-12 13:00:00,Summer,0,1,Partly Cloudy,25.42,31.06,57,19.9995,2056,13,3,12,5,6598.0,6526.714285714285
2056,2011-05-12 14:00:00,Summer,0,1,Partly Cloudy,25.42,30.305,61,15.0013,2057,14,3,12,5,6622.0,6550.571428571428
2057,2011-05-12 15:00:00,Summer,0,1,Partly Cloudy,26.24,31.06,53,16.9979,2058,15,3,12,5,6646.0,6574.428571428572
2058,2011-05-12 16:00:00,Summer,0,1,Partly Cloudy,26.24,31.06,57,16.9979,2059,16,3,12,5,6670.0,6598.285714285715
2059,2011-05-12 17:00:00,Summer,0,1,Partly Cloudy,26.24,31.06,57,12.998,2060,17,3,12,5,6694.0,6622.142857142857
2060,2011-05-12 18:00:00,Summer,0,1,Clear Skies,25.42,30.305,69,15.0013,2061,18,3,12,5,6718.0,6646.0
2061,2011-05-12 19:00:00,Summer,0,1,Partly Cloudy,24.6,30.305,64,12.998,2062,19,3,12,5,6742.0,6670.0
2062,2011-05-12 20:00:00,Summer,0,1,Clear Skies,24.6,30.305,64,12.998,2063,20,3,12,5,6766.0,6694.0
2063,2011-05-12 21:00:00,Summer,0,1,Clear Skies,22.96,26.515,83,8.9981,2064,21,3,12,5,6790.0,6718.0
2064,2011-05-12 22:00:00,Summer,0,1,Clear Skies,22.14,25.76,83,12.998,2065,22,3,12,5,6813.0,6741.857142857143
2065,2011-05-12 23:00:00,Summer,0,1,Partly Cloudy,22.14,25.76,77,12.998,2066,23,3,12,5,6837.0,6765.714285714285
2066,2011-05-13 00:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,83,11.0014,2067,0,4,13,5,6861.0,6789.571428571428
2067,2011-05-13 01:00:00,Summer,0,1,Clear Skies,21.32,25.0,83,11.0014,2068,1,4,13,5,6885.0,6813.428571428572
2068,2011-05-13 02:00:00,Summer,0,1,Partly Cloudy,20.5,24.24,88,8.9981,2069,2,4,13,5,6909.0,6837.285714285715
2069,2011-05-13 03:00:00,Summer,0,1,Partly Cloudy,20.5,24.24,88,8.9981,2070,3,4,13,5,6933.0,6861.142857142857
2070,2011-05-13 04:00:00,Summer,0,1,Light Storms/Rain,20.5,24.24,88,11.0014,2071,4,4,13,5,6957.0,6885.0
2071,2011-05-13 05:00:00,Summer,0,1,Partly Cloudy,20.5,24.24,88,12.998,2072,5,4,13,5,6981.0,6909.0
2072,2011-05-13 06:00:00,Summer,0,1,Light Storms/Rain,20.5,24.24,88,8.9981,2073,6,4,13,5,7005.0,6933.0
2073,2011-05-13 07:00:00,Summer,0,1,Light Storms/Rain,20.5,24.24,88,11.0014,2074,7,4,13,5,7052.0,6960.285714285715
2074,2011-05-13 08:00:00,Summer,0,1,Partly Cloudy,20.5,24.24,88,12.998,2075,8,4,13,5,7076.0,6987.571428571428
2075,2011-05-13 09:00:00,Summer,0,1,Partly Cloudy,20.5,24.24,88,12.998,2076,9,4,13,5,7100.0,7014.857142857143
2076,2011-05-13 10:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,83,8.9981,2077,10,4,13,5,7124.0,7042.142857142857
2077,2011-05-13 11:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,83,11.0014,2078,11,4,13,5,7148.0,7069.428571428572
2078,2011-05-13 12:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,88,12.998,2079,12,4,13,5,7172.0,7096.714285714285
2079,2011-05-13 13:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,88,26.0027,2080,13,4,13,5,7196.0,7124.0
2080,2011-05-13 14:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,87,19.0012,2081,14,4,13,5,7220.0,7148.0
2081,2011-05-13 15:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,88,11.0014,2082,15,4,13,5,7244.0,7172.0
2082,2011-05-13 16:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,88,8.9981,2083,16,4,13,5,7268.0,7196.0
2083,2011-05-13 17:00:00,Summer,0,1,Light Storms/Rain,21.32,25.0,88,11.0014,2084,17,4,13,5,7292.0,7220.0
2084,2011-05-13 18:00:00,Summer,0,1,Light Storms/Rain,21.32,25.0,88,11.0014,2085,18,4,13,5,7316.0,7244.0
2085,2011-05-13 19:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,83,12.998,2086,19,4,13,5,7340.0,7268.0
2086,2011-05-13 20:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,83,8.9981,2087,20,4,13,5,7364.0,7292.0
2087,2011-05-13 21:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,84,11.0014,2088,21,4,13,5,7388.0,7316.0
2088,2011-05-13 22:00:00,Summer,0,1,Partly Cloudy,21.32,25.0,83,15.0013,2089,22,4,13,5,7412.0,7340.0
2089,2011-05-13 23:00:00,Summer,0,1,Light Storms/Rain,20.5,24.24,88,11.0014,2090,23,4,13,5,7436.0,7364.0
2090,2011-05-14 00:00:00,Summer,0,0,Partly Cloudy,20.5,24.24,88,8.9981,2091,0,5,14,5,7460.0,7388.0
2091,2011-05-14 01:00:00,Summer,0,0,Partly Cloudy,20.5,24.24,88,8.9981,2092,1,5,14,5,7484.0,7412.0
2092,2011-05-14 02:00:00,Summer,0,0,Partly Cloudy,20.5,24.24,88,8.9981,2093,2,5,14,5,7508.0,7436.0
2093,2011-05-14 03:00:00,Summer,0,0,Partly Cloudy,20.5,24.24,88,8.9981,2094,3,5,14,5,7532.0,7460.0
2094,2011-05-14 04:00:00,Summer,0,0,Partly Cloudy,20.5,24.24,82,11.0014,2095,4,5,14,5,7556.0,7484.0
2095,2011-05-14 05:00:00,Summer,0,0,Partly Cloudy,20.5,24.24,82,7.0015,2096,5,5,14,5,7580.0,7508.0
2096,2011-05-14 06:00:00,Summer,0,0,Partly Cloudy,20.5,24.24,88,7.0015,2097,6,5,14,5,7604.0,7532.0
2097,2011-05-14 07:00:00,Summer,0,0,Light Storms/Rain,19.68,23.485,100,0.0,2098,7,5,14,5,7628.0,7556.0
2098,2011-05-14 08:00:00,Summer,0,0,Light Storms/Rain,20.5,24.24,94,0.0,2099,8,5,14,5,7652.0,7580.0
2099,2011-05-14 09:00:00,Summer,0,0,Partly Cloudy,21.32,25.0,94,6.0032,2100,9,5,14,5,7676.0,7604.0
2100,2011-05-14 10:00:00,Summer,0,0,Partly Cloudy,21.32,25.0,94,11.0014,2101,10,5,14,5,7700.0,7628.0
2101,2011-05-14 11:00:00,Summer,0,0,Partly Cloudy,21.32,25.0,94,8.9981,2102,11,5,14,5,7724.0,7652.0
2102,2011-05-14 12:00:00,Summer,0,0,Light Storms/Rain,21.32,25.0,100,6.0032,2103,12,5,14,5,7748.0,7676.0
2103,2011-05-14 13:00:00,Summer,0,0,Light Storms/Rain,21.32,25.0,100,6.0032,2104,13,5,14,5,7772.0,7700.0
2104,2011-05-14 14:00:00,Summer,0,0,Partly Cloudy,22.14,25.76,94,8.9981,2105,14,5,14,5,7796.0,7724.0
2105,2011-05-14 15:00:00,Summer,0,0,Partly Cloudy,22.14,25.76,94,11.0014,2106,15,5,14,5,7820.0,7748.0
2106,2011-05-14 16:00:00,Summer,0,0,Partly Cloudy,22.14,25.76,94,12.998,2107,16,5,14,5,7844.0,7772.0
2107,2011-05-14 17:00:00,Summer,0,0,Partly Cloudy,22.96,26.515,88,12.998,2108,17,5,14,5,7868.0,7796.0
2108,2011-05-14 18:00:00,Summer,0,0,Partly Cloudy,22.96,26.515,88,15.0013,2109,18,5,14,5,7892.0,7820.0
2109,2011-05-14 19:00:00,Summer,0,0,Light Storms/Rain,22.14,25.76,94,8.9981,2110,19,5,14,5,7916.0,7844.0
2110,2011-05-14 20:00:00,Summer,0,0,Light Storms/Rain,22.14,25.76,94,8.9981,2111,20,5,14,5,7940.0,7868.0
2111,2011-05-14 21:00:00,Summer,0,0,Light Storms/Rain,22.14,25.76,94,15.0013,2112,21,5,14,5,7964.0,7892.0
2112,2011-05-14 22:00:00,Summer,0,0,Light Storms/Rain,22.14,25.76,94,11.0014,2113,22,5,14,5,7988.0,7916.0
2113,2011-05-14 23:00:00,Summer,0,0,Light Storms/Rain,21.32,25.0,100,12.998,2114,23,5,14,5,8012.0,7940.0
2114,2011-05-15 00:00:00,Summer,0,0,Partly Cloudy,21.32,25.0,100,0.0,2115,0,6,15,5,8036.0,7964.0
2115,2011-05-15 01:00:00,Summer,0,0,Partly Cloudy,21.32,25.0,100,7.0015,2116,1,6,15,5,8060.0,7988.0
2116,2011-05-15 02:00:00,Summer,0,0,Partly Cloudy,21.32,25.0,100,8.9981,2117,2,6,15,5,8084.0,8012.0
2117,2011-05-15 03:00:00,Summer,0,0,Partly Cloudy,21.32,25.0,100,0.0,2118,3,6,15,5,8108.0,8036.0
2118,2011-05-15 04:00:00,Summer,0,0,Partly Cloudy,21.32,25.0,100,0.0,2119,4,6,15,5,8132.0,8060.0
2119,2011-05-15 05:00:00,Summer,0,0,Light Storms/Rain,21.32,25.0,100,7.0015,2120,5,6,15,5,8156.0,8084.0
2120,2011-05-15 06:00:00,Summer,0,0,Partly Cloudy,21.32,25.0,100,8.9981,2121,6,6,15,5,8180.0,8108.0
2121,2011-05-15 07:00:00,Summer,0,0,Partly Cloudy,21.32,25.0,100,8.9981,2122,7,6,15,5,8204.0,8132.0
2122,2011-05-15 08:00:00,Summer,0,0,Partly Cloudy,22.14,25.76,94,8.9981,2123,8,6,15,5,8228.0,8156.0
2123,2011-05-15 09:00:00,Summer,0,0,Clear Skies,23.78,27.275,83,16.9979,2124,9,6,15,5,8252.0,8180.0
2124,2011-05-15 10:00:00,Summer,0,0,Clear Skies,23.78,27.275,83,15.0013,2125,10,6,15,5,8276.0,8204.0
2125,2011-05-15 11:00:00,Summer,0,0,Clear Skies,24.6,28.79,78,15.0013,2126,11,6,15,5,8300.0,8228.0
2126,2011-05-15 12:00:00,Summer,0,0,Clear Skies,25.42,29.545,73,19.9995,2127,12,6,15,5,8324.0,8252.0
2127,2011-05-15 13:00:00,Summer,0,0,Clear Skies,25.42,29.545,73,19.0012,2128,13,6,15,5,8348.0,8276.0
2128,2011-05-15 14:00:00,Summer,0,0,Clear Skies,26.24,30.305,73,12.998,2129,14,6,15,5,8372.0,8300.0
2129,2011-05-15 15:00:00,Summer,0,0,Clear Skies,27.06,31.06,69,16.9979,2130,15,6,15,5,8396.0,8324.0
2130,2011-05-15 16:00:00,Summer,0,0,Clear Skies,26.24,30.305,69,16.9979,2131,16,6,15,5,8420.0,8348.0
2131,2011-05-15 17:00:00,Summer,0,0,Light Storms/Rain,22.96,26.515,78,23.9994,2132,17,6,15,5,8444.0,8372.0
2132,2011-05-15 18:00:00,Summer,0,0,Clear Skies,22.96,26.515,78,16.9979,2133,18,6,15,5,8468.0,8396.0
2133,2011-05-15 19:00:00,Summer,0,0,Clear Skies,22.96,26.515,83,7.0015,2134,19,6,15,5,8492.0,8420.0
2134,2011-05-15 20:00:00,Summer,0,0,Clear Skies,22.14,25.76,88,0.0,2135,20,6,15,5,8516.0,8444.0
2135,2011-05-15 21:00:00,Summer,0,0,Clear Skies,22.14,25.76,88,0.0,2136,21,6,15,5,8540.0,8468.0
2136,2011-05-15 22:00:00,Summer,0,0,Clear Skies,22.96,26.515,83,0.0,2137,22,6,15,5,8564.0,8492.0
2137,2011-05-15 23:00:00,Summer,0,0,Clear Skies,22.14,25.76,88,15.0013,2138,23,6,15,5,8588.0,8516.0
2138,2011-05-16 00:00:00,Summer,0,1,Clear Skies,21.32,25.0,94,7.0015,2139,0,0,16,5,8612.0,8540.0
2139,2011-05-16 01:00:00,Summer,0,1,Clear Skies,21.32,25.0,94,8.9981,2140,1,0,16,5,8636.0,8564.0
2140,2011-05-16 02:00:00,Summer,0,1,Clear Skies,20.5,24.24,100,6.0032,2141,2,0,16,5,8660.0,8588.0
2141,2011-05-16 03:00:00,Summer,0,1,Clear Skies,20.5,24.24,94,11.0014,2142,3,0,16,5,8684.0,8612.0
